RequestNo,RequestDate,RequestType,AssetFacilityType,CapexRequestAmount,RegionCode,BranchCode,BranchName,Zone,Region,RequestBU,RequestFunction,IsBudgeted,BudgetRefNo,UserRemarks,CurrentStatus,LastActionDate,LastActionRemarks,LastActionRejectionReason,LastActionBy,AssetCategoryName,AssetCategoryName_2,AssetItemName,VendorProcType,ItemCategory,ItemRatePerQtyForCentralProcItems,AssetItemQty,AssetItemRatePerQty,AssetAddlCharges,AssetAddlChargesRemarks,AssetItemAmount,AssetItemRemarks,VendorName,Vendor_RatePerQty,Vendor_TotalAmount,Vendor_DeliveryPeriod,Vendor_PaymentTerms,IsSelectedVendor
CPX-F/E/202526/0008,10-05-2025,Facility,Upgrade,915269,E,E01,COIMBATORE APEX - E01 (HO),South,CJB,Dom Exp,Ops,Yes,FY25,This capex is for Coimbatore Integrated Apex MHE r,Approved,16-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Shelving Racks-Ops,Local,OPSMHE&FACILITYASSET,0,4,29800,0,0,119200,Design craft is l1. Qty approved by OPS team and Z,Design craft,29800,119200,0,0,Yes
CPX-F/E/202526/0008,10-05-2025,Facility,Upgrade,915269,E,E01,COIMBATORE APEX - E01 (HO),South,CJB,Dom Exp,Ops,Yes,FY25,This capex is for Coimbatore Integrated Apex MHE r,Approved,16-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,BARRICADES-Ops,Local,OPSMHE&FACILITYASSET,0,8,2500,0,0,20000,Expansion Barrier.  Design craft is l1. Qty approv,Design craft,2500,20000,0,0,Yes
CPX-F/E/202526/0008,10-05-2025,Facility,Upgrade,915269,E,E01,COIMBATORE APEX - E01 (HO),South,CJB,Dom Exp,Ops,Yes,FY25,This capex is for Coimbatore Integrated Apex MHE r,Approved,16-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,TROLLEY-Ops,Local,OPSMHE&FACILITYASSET,0,7,9800,0,0,68600,design craft is l1. Qty approved by OPS team and Z,Design craft,9800,68600,0,0,Yes
CPX-F/E/202526/0008,10-05-2025,Facility,Upgrade,915269,E,E01,COIMBATORE APEX - E01 (HO),South,CJB,Dom Exp,Ops,Yes,FY25,This capex is for Coimbatore Integrated Apex MHE r,Approved,16-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Bag Carrying Trolley-Ops,Local,OPSMHE&FACILITYASSET,0,3,16500,0,0,49500,Design craft is l1 . Qty approved by OPS team and ,Design craft,16500,49500,0,0,Yes
CPX-F/E/202526/0008,10-05-2025,Facility,Upgrade,915269,E,E01,COIMBATORE APEX - E01 (HO),South,CJB,Dom Exp,Ops,Yes,FY25,This capex is for Coimbatore Integrated Apex MHE r,Approved,16-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Bag Holder-Ops,Local,OPSMHE&FACILITYASSET,0,10,600,0,0,6000,Design craft is l1. Qty approved by OPS team and Z,Design craft,600,6000,0,0,Yes
CPX-F/E/202526/0008,10-05-2025,Facility,Upgrade,915269,E,E01,COIMBATORE APEX - E01 (HO),South,CJB,Dom Exp,Ops,Yes,FY25,This capex is for Coimbatore Integrated Apex MHE r,Approved,16-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Location Stand-Ops,Local,OPSMHE&FACILITYASSET,0,2,2000,0,0,4000,Design craft is l1. Qty approved by OPS team and Z,Design craft,2000,4000,0,0,Yes
CPX-F/E/202526/0008,10-05-2025,Facility,Upgrade,915269,E,E01,COIMBATORE APEX - E01 (HO),South,CJB,Dom Exp,Ops,Yes,FY25,This capex is for Coimbatore Integrated Apex MHE r,Approved,16-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,TSC DA220 BARCODE PRINTER (WITH BLUETOOTH) - OPS,Central,ITASSETS-OPS,14411,4,14411,0,,57644,Qty approved  by OPS team and ZBH,,0,0,,,
CPX-F/H/202526/0007,20-06-2025,Facility,Upgrade,554625,H,H07,BASHEERBAGH BRANCH - H07 (BO),South,HYD,Dom Exp,Admin,Yes,FY25,PROPHANDY TECHNOLOGIES PVT LTD is L1 vendor,Approved,20-06-2025,,,User - DILEEP KUMAR BETHA ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Carpentory Work,Local,Admin,0,1,103700,0,18%tax,103700,PROPHANDY TECHNOLOGIES PVT LTD L1 ,PROPHANDY TECHNOLOGIES PVT LTD ,103700,103700,15 days,50% Advance,Yes
CPX-F/H/202526/0007,20-06-2025,Facility,Upgrade,554625,H,H07,BASHEERBAGH BRANCH - H07 (BO),South,HYD,Dom Exp,Admin,Yes,FY25,PROPHANDY TECHNOLOGIES PVT LTD is L1 vendor,Approved,20-06-2025,,,User - DILEEP KUMAR BETHA ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Electrical Work,Local,Admin,0,1,157325,0,18%tax,157325,L vendor is PROPHANDY TECHNOLOGIES PVT LTD,PROPHANDY TECHNOLOGIES PVT LTD ,157325,157325,15 days,50% Advance,Yes
CPX-F/H/202526/0007,20-06-2025,Facility,Upgrade,554625,H,H07,BASHEERBAGH BRANCH - H07 (BO),South,HYD,Dom Exp,Admin,Yes,FY25,PROPHANDY TECHNOLOGIES PVT LTD is L1 vendor,Approved,20-06-2025,,,User - DILEEP KUMAR BETHA ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Interior Work,Local,Admin,0,1,155000,0,18%tax,155000,PROPHANDY TECHNOLOGIES PVT LTD- L1,PROPHANDY TECHNOLOGIES PVT LTD ,155000,155000,15days,50% Advance,Yes
CPX-F/H/202526/0007,20-06-2025,Facility,Upgrade,554625,H,H07,BASHEERBAGH BRANCH - H07 (BO),South,HYD,Dom Exp,Admin,Yes,FY25,PROPHANDY TECHNOLOGIES PVT LTD is L1 vendor,Approved,20-06-2025,,,User - DILEEP KUMAR BETHA ,FURINTURE,PLANT & MACHINERY,Table,Local,Admin,0,1,101000,0,18%tax,101000,PROPHANDY TECHNOLOGIES PVT LTD -l1,PROPHANDY TECHNOLOGIES PVT LTD ,101000,101000,15days,50% Advance,Yes
CPX-F/H/202526/0008,06-08-2025,Facility,Upgrade,33865,H,H07,BASHEERBAGH BRANCH - H07 (BO),South,HYD,Dom Exp,Ops,No,,the Central MHE for the Basheerabhag Upgrded Branc,Sent for Approval,06-08-2025,,,User - Sukesh B L ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Crates - 810 x 568 x 425mm (Nilkamal),Central,Operation,1148,3,1148,0,,3444,Plastic Crates - 810 x 568 x 425mm (Nilkamal) is f,,0,0,,,
CPX-F/H/202526/0008,06-08-2025,Facility,Upgrade,33865,H,H07,BASHEERBAGH BRANCH - H07 (BO),South,HYD,Dom Exp,Ops,No,,the Central MHE for the Basheerabhag Upgrded Branc,Sent for Approval,06-08-2025,,,User - Sukesh B L ,PLANT & MACHINERY,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,Operation,22000,1,22000,0,,22000,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,,0,0,,,
CPX-F/H/202526/0008,06-08-2025,Facility,Upgrade,33865,H,H07,BASHEERBAGH BRANCH - H07 (BO),South,HYD,Dom Exp,Ops,No,,the Central MHE for the Basheerabhag Upgrded Branc,Sent for Approval,06-08-2025,,,User - Sukesh B L ,PLANT & MACHINERY,PLANT & MACHINERY,Weighing Machine - 35 kgs (Essae),Central,Operation,8421,1,8421,0,,8421,Weighing Machine - 35 kgs (Essae) is for Basheerab,,0,0,,,
CPX-F/I/202526/0008,10-08-2025,Facility,Existing,582953,I,I46,INDORE DEWASNAKA BRANCH - I46 (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Relocation_i46-Vijay Nagar ,Sent for Approval,10-08-2025,,,User - Sunil Choudhary ,PLANT & MACHINERY,PLANT & MACHINERY,Bag Carrying Trolley,Local,Operation,0,1,2420,436,GST,2856,Relocation_i46-Vijay Nagar ,Shashank solution,2420,2856,10 Days,40% Advance +40% After Work &20% Final Billing ,Yes
CPX-F/I/202526/0008,10-08-2025,Facility,Existing,582953,I,I46,INDORE DEWASNAKA BRANCH - I46 (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Relocation_i46-Vijay Nagar ,Sent for Approval,10-08-2025,,,User - Sunil Choudhary ,PLANT & MACHINERY,PLANT & MACHINERY,Barricades,Local,Operation,0,3,2660,1436,GST,9416,Relocation_i46-Vijay Nagar ,Shashank solution,2660,9416,07 DAYS,40% Advance +40% After Work &20% Final Billing ,Yes
CPX-F/I/202526/0008,10-08-2025,Facility,Existing,582953,I,I46,INDORE DEWASNAKA BRANCH - I46 (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Relocation_i46-Vijay Nagar ,Sent for Approval,10-08-2025,,,User - Sunil Choudhary ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Carpentory Work,Local,Admin,0,3,2500,1350,GST,8850,Relocation_i46-Vijay Nagar ,Shashank solution,2500,8850,07 DAYS,40% Advance +40% After Work &20% Final Billing ,Yes
CPX-F/I/202526/0008,10-08-2025,Facility,Existing,582953,I,I46,INDORE DEWASNAKA BRANCH - I46 (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Relocation_i46-Vijay Nagar ,Sent for Approval,10-08-2025,,,User - Sunil Choudhary ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Electrical Work,Local,Admin,0,1,190515,34293,GST,224808,Relocation_i46-Vijay Nagar ,Shashank solution,190515,224808,10 DAYS,40% Advance +40% After Work &20% Final Billing ,Yes
CPX-F/I/202526/0008,10-08-2025,Facility,Existing,582953,I,I46,INDORE DEWASNAKA BRANCH - I46 (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Relocation_i46-Vijay Nagar ,Sent for Approval,10-08-2025,,,User - Sunil Choudhary ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,IT Networking Work,Local,Admin,0,1,34500,6210,GST,40710,Relocation_i46-Vijay Nagar ,Shashank solution,34500,40710,10 DAYS,40% Advance +40% After Work &20% Final Billing ,Yes
CPX-F/I/202526/0008,10-08-2025,Facility,Existing,582953,I,I46,INDORE DEWASNAKA BRANCH - I46 (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Relocation_i46-Vijay Nagar ,Sent for Approval,10-08-2025,,,User - Sunil Choudhary ,FURINTURE,PLANT & MACHINERY,Table,Local,Admin,0,6,6600,7128,GST,46728,Relocation_i46-Vijay Nagar ,Shashank solution,6600,46728,10 DAYS,40% Advance +40% After Work &20% Final Billing ,Yes
CPX-F/I/202526/0008,10-08-2025,Facility,Existing,582953,I,I46,INDORE DEWASNAKA BRANCH - I46 (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Relocation_i46-Vijay Nagar ,Sent for Approval,10-08-2025,,,User - Sunil Choudhary ,FURINTURE,PLANT & MACHINERY,Locker,Local,Admin,0,1,20000,3600,GST,23600,Relocation_i46-Vijay Nagar ,Shashank solution,20000,23600,10 Days,40% Advance +40% After Work &20% Final Billing ,Yes
CPX-F/I/202526/0009,14-08-2025,Facility,Existing,260601,I,I46,INDORE DEWASNAKA BRANCH - I46 (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Relocation_i46-Vijay Nagar Retail Counter Updated ,Approved,14-08-2025,,,User - Sunil Choudhary ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Electrical Work,Local,Admin,0,1,13932,2508,GST,16440,Relocation_i46-Vijay Nagar Retail Counter Updated ,Samraddhi Enterprises,13932,16440,10 Days,40% Advance + 40% Work Completed & 20% Final Billi,Yes
CPX-F/I/202526/0009,14-08-2025,Facility,Existing,260601,I,I46,INDORE DEWASNAKA BRANCH - I46 (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Relocation_i46-Vijay Nagar Retail Counter Updated ,Approved,14-08-2025,,,User - Sunil Choudhary ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Interior Work,Local,Admin,0,1,131550,23679,GST,155229,Relocation_i46-Vijay Nagar Retail Counter Updated ,Samraddhi Enterprises,131550,155229,15 Days,40% Advance + 40% Work Completed & 20% Final Billi,Yes
CPX-F/I/202526/0009,14-08-2025,Facility,Existing,260601,I,I46,INDORE DEWASNAKA BRANCH - I46 (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Relocation_i46-Vijay Nagar Retail Counter Updated ,Approved,14-08-2025,,,User - Sunil Choudhary ,FURINTURE,PLANT & MACHINERY,Table,Local,Admin,0,1,31145,5606,GST,36751,Relocation_i46-Vijay Nagar Retail Counter Updated ,Samraddhi Enterprises,31145,36751,10 Days,40% Advance + 40% Work Completed & 20% Final Billi,Yes
CPX-F/I/202526/0013,27-05-2025,Facility,Upgrade,1399435.06,I,I24,DEWAS BRANCH (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Upgrading I24 Dewas Naka  ,Approved,31-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI- OPS,Central,ITASSETS-OPS,24860,2,24860,0,,49720,Upgrading I24 Dewas Naka  ,,0,0,,,
CPX-F/I/202526/0013,27-05-2025,Facility,Upgrade,1399435.06,I,I24,DEWAS BRANCH (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Upgrading I24 Dewas Naka  ,Approved,31-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Pallets (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,2773,30,2773,0,,83190,Upgrading I24 Dewas Naka  ,,0,0,,,
CPX-F/I/202526/0013,27-05-2025,Facility,Upgrade,1399435.06,I,I24,DEWAS BRANCH (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Upgrading I24 Dewas Naka  ,Approved,31-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Crates - 810 x 568 x 425mm (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,1148,15,1148,0,,17220,Upgrading I24 Dewas Naka  ,,0,0,,,
CPX-F/I/202526/0013,27-05-2025,Facility,Upgrade,1399435.06,I,I24,DEWAS BRANCH (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Upgrading I24 Dewas Naka  ,Approved,31-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,"Nilkamal BOPT (685mm Fork, 2 Ton Capacity)-Ops",Central,OPSMHE&FACILITYASSET,431000,1,431000,0,,431000,Upgrading I24 Dewas Naka  ,,0,0,,,
CPX-F/I/202526/0013,27-05-2025,Facility,Upgrade,1399435.06,I,I24,DEWAS BRANCH (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Upgrading I24 Dewas Naka  ,Approved,31-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,OPSMHE&FACILITYASSET,22000,2,22000,0,,44000,Upgrading I24 Dewas Naka  ,,0,0,,,
CPX-F/I/202526/0013,27-05-2025,Facility,Upgrade,1399435.06,I,I24,DEWAS BRANCH (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Upgrading I24 Dewas Naka  ,Approved,31-05-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Weighing Machine - 500 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,19530,1,19530,0,,19530,Upgrading I24 Dewas Naka  ,,0,0,,,
CPX-F/I/202526/0013,27-05-2025,Facility,Upgrade,1399435.06,I,I24,DEWAS BRANCH (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Upgrading I24 Dewas Naka  ,Approved,31-05-2025,,,Authority - Aneel Gambhir ,FURINTURE,PLANT & MACHINERY,TABLE-Ops,Local,OPSMHE&FACILITYASSET,0,6,7100,7668,GST,50268,Upgrading I24 Dewas Naka  ,Shashank solution,7100,50268,One Week,40% Advance 40%after  80% work completion 20% with,Yes
CPX-F/I/202526/0013,27-05-2025,Facility,Upgrade,1399435.06,I,I24,DEWAS BRANCH (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Upgrading I24 Dewas Naka  ,Approved,31-05-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,CARPENTORY WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,67000,12060,GST,79060,Upgrading I24 Dewas Naka  ,Shashank solution,67000,79060,10 Days,40% Advance 40%after  80% work completion 20% with,Yes
CPX-F/I/202526/0013,27-05-2025,Facility,Upgrade,1399435.06,I,I24,DEWAS BRANCH (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Upgrading I24 Dewas Naka  ,Approved,31-05-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,ELECTRICAL WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,332890,59920.2,GST,392810.2,Upgrading I24 Dewas Naka  ,Shashank solution,332890,392810.2,10 Days,40% Advance 40%after  80% work completion 20% with,Yes
CPX-F/I/202526/0013,27-05-2025,Facility,Upgrade,1399435.06,I,I24,DEWAS BRANCH (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Upgrading I24 Dewas Naka  ,Approved,31-05-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,IT NETWORKING WORK-Ops,Local,OPSMHE&FACILITYASSET,0,1,60650,10917,GST,71567,Upgrading I24 Dewas Naka  ,Shashank solution,60650,71567,10 Days,40% Advance 40%after  80% work completion 20% with,Yes
CPX-F/I/202526/0013,27-05-2025,Facility,Upgrade,1399435.06,I,I24,DEWAS BRANCH (BO),West,IDR,Dom Exp,Admin,Yes,FY 25-26,Upgrading I24 Dewas Naka  ,Approved,31-05-2025,,,Authority - Aneel Gambhir ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,INTERIOR WORK (Partition excluding woodwork)-Ops,Local,OPSMHE&FACILITYASSET,0,1,42000,7560,GST,49560,Upgrading I24 Dewas Naka  ,Shashank solution,42000,49560,15 Days,40% Advance 40%after  80% work completion 20% with,Yes
CPX-F/J/202526/0004,24-06-2025,Facility,New,193896,J,0,Select,West,AMD,Dom Exp,Admin,Yes,FY25-26,THE SAID WORK IS TO BE DONE  FOR NEW BATALA BRANCH,Approved,24-06-2025,,,User - Ashwani Kumar ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Carpentory Work,Local,Admin,0,1,24300,0,GST EXTRA@18%,24300,THE SAID WORK IS TO BE DONE  FOR NEW BATALA BRANCH,Amarnath Wood Works,24300,24300,07 DAYS ON RECEIVING P.O & ADVANCE PAYMENT," 40% (Advance), 40%(after 80% work completion), 20",Yes
CPX-F/J/202526/0004,24-06-2025,Facility,New,193896,J,0,Select,West,AMD,Dom Exp,Admin,Yes,FY25-26,THE SAID WORK IS TO BE DONE  FOR NEW BATALA BRANCH,Approved,24-06-2025,,,User - Ashwani Kumar ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Electrical Work,Local,Admin,0,1,62168,0,GST EXTRA@18%,62168,THE SAID WORK IS TO BE DONE  FOR NEW BATALA BRANCH,Amarnath Wood Works,62168,62168,07 DAYS ON RECEIVING P.O & ADVANCE PAYMENT," 40% (Advance), 40%(after 80% work completion), 20",Yes
CPX-F/J/202526/0004,24-06-2025,Facility,New,193896,J,0,Select,West,AMD,Dom Exp,Admin,Yes,FY25-26,THE SAID WORK IS TO BE DONE  FOR NEW BATALA BRANCH,Approved,24-06-2025,,,User - Ashwani Kumar ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Interior Work,Local,Admin,0,1,32480,0,GST EXTRA@18%,32480,THE SAID WORK IS TO BE DONE  FOR NEW BATALA BRANCH,Amarnath Wood Works,32480,32480,07 DAYS ON RECEIVING P.O & ADVANCE PAYMENT," 40% (Advance), 40%(after 80% work completion), 20",Yes
CPX-F/J/202526/0004,24-06-2025,Facility,New,193896,J,0,Select,West,AMD,Dom Exp,Admin,Yes,FY25-26,THE SAID WORK IS TO BE DONE  FOR NEW BATALA BRANCH,Approved,24-06-2025,,,User - Ashwani Kumar ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,IT Networking Work,Local,Admin,0,1,53348,0,GST EXTRA@18%,53348,THE SAID WORK IS TO BE DONE  FOR NEW BATALA BRANCH,Amarnath Wood Works,53348,53348,07 DAYS ON RECEIVING P.O & ADVANCE PAYMENT," 40% (Advance), 40%(after 80% work completion), 20",Yes
CPX-F/J/202526/0004,24-06-2025,Facility,New,193896,J,0,Select,West,AMD,Dom Exp,Admin,Yes,FY25-26,THE SAID WORK IS TO BE DONE  FOR NEW BATALA BRANCH,Approved,24-06-2025,,,User - Ashwani Kumar ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Metal Fabrication,Local,Admin,0,1,21600,0,GST EXTRA@18%,21600,THE SAID WORK IS TO BE DONE  FOR NEW BATALA BRANCH,Amarnath Wood Works,21600,21600,07 DAYS ON RECEIVING P.O & ADVANCE PAYMENT," 40% (Advance), 40%(after 80% work completion), 20",Yes
CPX-F/J/202526/0009,24-06-2025,Facility,New,149903,J,0,Select,West,AMD,Dom Exp,Admin,Yes,FY25-26,THE SAID MATERIAL IS REQUIRED FOR NEW BATALA BRANC,Approved,24-06-2025,,,User - Ashwani Kumar ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Crates - 810 x 568 x 425mm (Nilkamal),Central,Operation,1148,6,1148,0,,6888,tHE SAID MATERIAL IS REQUIRED FOR NEW BATALA BRANC,,0,0,,,
CPX-F/J/202526/0009,24-06-2025,Facility,New,149903,J,0,Select,West,AMD,Dom Exp,Admin,Yes,FY25-26,THE SAID MATERIAL IS REQUIRED FOR NEW BATALA BRANC,Approved,24-06-2025,,,User - Ashwani Kumar ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Pallets (Nilkamal),Central,Operation,2773,5,2773,0,,13865,tHE SAID MATERIAL IS REQUIRED FOR NEW BATALA BRANC,,0,0,,,
CPX-F/J/202526/0009,24-06-2025,Facility,New,149903,J,0,Select,West,AMD,Dom Exp,Admin,Yes,FY25-26,THE SAID MATERIAL IS REQUIRED FOR NEW BATALA BRANC,Approved,24-06-2025,,,User - Ashwani Kumar ,PLANT & MACHINERY,PLANT & MACHINERY,CCTV - BRANCH,Central,Vigilance,12000,4,12000,0,,48000,tHE SAID MATERIAL IS REQUIRED FOR NEW BATALA BRANC,,0,0,,,
CPX-F/J/202526/0009,24-06-2025,Facility,New,149903,J,0,Select,West,AMD,Dom Exp,Admin,Yes,FY25-26,THE SAID MATERIAL IS REQUIRED FOR NEW BATALA BRANC,Approved,24-06-2025,,,User - Ashwani Kumar ,FURINTURE,PLANT & MACHINERY,Table,Local,Admin,0,8,6843.75,0,GST EXTRA@18%,54750,THE SAID MATERIAL IS REQUIRED FOR NEW BATALA BRANC,Amarnath Wood Works,6843.75,54750,07 DAYS ON RECEIVING P.O & ADVANCE PAYMENT," 40% (Advance), 40%(after 80% work completion), 20",Yes
CPX-F/J/202526/0010,28-06-2025,Facility,New,67807.46,J,0,Select,West,AMD,Dom Exp,Admin,Yes,FY25-26,THE SAID MATERIAL IS REQUIRED FOR NEW BATALA BRANC,Approved,03-07-2025,,,User - Ashwani Kumar ,PLANT & MACHINERY,PLANT & MACHINERY,Weighing Machine - 150 kgs (Essae),Central,Operation,14794.5,1,14794.5,0,,14794.5,THE SAID MATERIAL IS REQUIRED FOR NEW BATALA BRANC,,0,0,,,
CPX-F/J/202526/0010,28-06-2025,Facility,New,67807.46,J,0,Select,West,AMD,Dom Exp,Admin,Yes,FY25-26,THE SAID MATERIAL IS REQUIRED FOR NEW BATALA BRANC,Approved,03-07-2025,,,User - Ashwani Kumar ,PLANT & MACHINERY,PLANT & MACHINERY,Weighing Machine - 35 kgs (Essae),Central,Operation,8421,3,8421,0,,25263,THE SAID MATERIAL IS REQUIRED FOR NEW BATALA BRANC,,0,0,,,
CPX-F/K/202526/0004,04-07-2025,Facility,Upgrade,448997.1,K,K129,KHAPRAIL BRANCH - K129 (BO),EAST,CCU,Dom Exp,Admin,Yes,FY 25-26,Consolidated CAPEX for KHAPRAIL Branch approved by,Approved,04-07-2025,,,User - KOUSTAV MUKHERJEE ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Crates - 810 x 568 x 425mm (Nilkamal),Central,Operation,1148,5,1148,0,,5740,Plastic Crates - 810 x 568 x 425mm (Nilkamal),,0,0,,,
CPX-F/K/202526/0004,04-07-2025,Facility,Upgrade,448997.1,K,K129,KHAPRAIL BRANCH - K129 (BO),EAST,CCU,Dom Exp,Admin,Yes,FY 25-26,Consolidated CAPEX for KHAPRAIL Branch approved by,Approved,04-07-2025,,,User - KOUSTAV MUKHERJEE ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Pallets (Nilkamal),Central,Operation,2773,25,2773,0,,69325,Plastic Pallets (Nilkamal),,0,0,,,
CPX-F/K/202526/0004,04-07-2025,Facility,Upgrade,448997.1,K,K129,KHAPRAIL BRANCH - K129 (BO),EAST,CCU,Dom Exp,Admin,Yes,FY 25-26,Consolidated CAPEX for KHAPRAIL Branch approved by,Approved,04-07-2025,,,User - KOUSTAV MUKHERJEE ,PLANT & MACHINERY,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,Operation,22000,1,22000,0,,22000,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,,0,0,,,
CPX-F/K/202526/0004,04-07-2025,Facility,Upgrade,448997.1,K,K129,KHAPRAIL BRANCH - K129 (BO),EAST,CCU,Dom Exp,Admin,Yes,FY 25-26,Consolidated CAPEX for KHAPRAIL Branch approved by,Approved,04-07-2025,,,User - KOUSTAV MUKHERJEE ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Carpentory Work,Local,Admin,0,14255,1.97,0,,28082.35,Carpentry Work,Infrawala,1.97,28082.35,,,Yes
CPX-F/K/202526/0004,04-07-2025,Facility,Upgrade,448997.1,K,K129,KHAPRAIL BRANCH - K129 (BO),EAST,CCU,Dom Exp,Admin,Yes,FY 25-26,Consolidated CAPEX for KHAPRAIL Branch approved by,Approved,04-07-2025,,,User - KOUSTAV MUKHERJEE ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Electrical Work,Local,Admin,0,14255,13.55,0,,193155.25,Electrical Work,Infrawala,13.55,193155.25,,,Yes
CPX-F/K/202526/0004,04-07-2025,Facility,Upgrade,448997.1,K,K129,KHAPRAIL BRANCH - K129 (BO),EAST,CCU,Dom Exp,Admin,Yes,FY 25-26,Consolidated CAPEX for KHAPRAIL Branch approved by,Approved,04-07-2025,,,User - KOUSTAV MUKHERJEE ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,IT Networking Work,Local,Admin,0,14255,1.19,0,,16963.45,IT Networking Work,Infrawala,1.19,16963.45,,,Yes
